main_post_id,if_comment_id,if_reply_root_id,type,content,post_time,likes,user_id
5007084542496454,,,content,感觉因为gpt4的出生，知乎又逐从价值观垃圾厂的臭味中慢慢恢复了一些过去知识分享和思辨讨论的氛围，sora问世后更加热烈。果然科技是第一生产力，科学无国界啊。 ,1709179020,3,7563218327
5007084542496454,5007109151788853.0,,comment,也可惜天涯,1709271312,0,5660719016
5007084542496454,5007113838133997.0,5007109151788853.0,comment_reply,据说天涯海外可以登录网页版,1709272429,1,7563218327
5007077479287465,,,content,GPT4也太好用了，就是一个月一百五属实贵了点…… ,1709177340,0,7477407100
5007074174175605,,,content,震惊:两个AI互聊骑行.客观比较公路车山地车折叠车.科大讯飞星火追上gpt4大模型了吗？_哔哩哔哩_bilibili,1709176560,0,2317396351
5007048301874374,,,content,[开源推荐] 🎼 ChatMusician - 一个集成了内在音乐能力的开源 LLM特点:> 击败 GPT 4。> 能够根据文本、和弦、旋律、主题和音乐形式创作结构良好的长篇音乐。> 代码、数据、模型、基准测试> 开源免费 - MIT 许可！ChatMusician 基于在文本 用 ABC 表示法上对 LLaMA2 进行持续的预训练和微调 [开源推荐] 🎼 ChatMusician - 一个集成了内在音乐能力的开源 LLM特点:> 击败 GPT 4。> 能够根据文本、和弦、旋律、主题和音乐形式创作结构良好的长篇音乐。> 代码、数据、模型、基准测试> 开源免费 - MIT 许可！ChatMusician 基于在文本 用 ABC 表示法上对 LLaMA2 进行持续的预训练和微调，并且音乐被视为第二语言。 ChatMusician 可以使用纯文本标记器理解和生成音乐，无需任何外部多模式神经结构或标记器。开源地址:模型地址:演示地址:,1709170380,0,1553139515
5007008618775837,,,content,以及copilot的好处是会给出参考来源//:要是负担不起又想试试看GPT4可以用bing的copilot，同样有识图和传文件功能。虽然我觉得没有那么智能，但是作为3.5的补充还是很好的。,1709160900,0,5666667066
5006995617218702,,,content,4.84 复制打开抖音，看看【等天亮-GTP的作品】现实中会有人等一个人三五年吗？人...03/11 c.QK MWM:/ ,1709157840,0,5127356018
5006954420765447,,,content,所谓改论文就是让训练完成的GPT4把我写的东西吃进去再吐出来，谢谢你Altman,1709148000,4,6382966465
5006954420765447,5007043691282468.0,,comment,我导师人特别好，但是他从来没给我开过组会，日子过得不要太舒服，写论文改论文那会，我简直就在煎熬[泪][泪][泪],1709255704,0,6279821869
5006954420765447,5007617441400094.0,5007043691282468.0,comment_reply,回复@AAA专业西瓜扣籽胡师傅:你干嘛戳我痛处[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪],1709392498,0,6279821869
5006954420765447,5007277390037399.0,5007043691282468.0,comment_reply,现在在煎熬吗[doge],1709311423,0,6382966465
5006930050811819,,,content,干到GPT4下班,1709142180,0,5637665289
5007602415569817,,,content,近几天的收获总结：随着科技的飞速发展和社会的变革，我们必须紧跟时代的步伐，否则很容易被时代抛弃。房子的价值或许已经不再持续增长，新能源车企正在竞相争夺市场份额，GPT4等新技术的出现也让我们应接不暇。这些都在提醒我们，世界正在以前所未有的速度变化，唯有不断适应和学习，我们才有可能塑 近几天的收获总结：随着科技的飞速发展和社会的变革，我们必须紧跟时代的步伐，否则很容易被时代抛弃。房子的价值或许已经不再持续增长，新能源车企正在竞相争夺市场份额，GPT4等新技术的出现也让我们应接不暇。这些都在提醒我们，世界正在以前所未有的速度变化，唯有不断适应和学习，我们才有可能塑造自己的未来。近些年，许多人被拉回到起跑线，这既是挑战也是机遇。我们拥有了重新开始的权利，但要抓住这个机会，我们需要明确未来的趋势，并识别自己的优势。无论是线上还是线下，效率和服务质量都是竞争的关键。随着信息的高效传递，认知差和信息差逐渐减少，我们需要在品质和价格之间找到平衡，提供更好的服务。对于线下零售店来说，如何离客户更近、提供线上无法替代的服务价值变得尤为重要。同时，生活习惯的改变也是不可逆的。我们需要接受并适应这些变化，利用线上工具进行宣传，满足消费者的需求。商业的本质是满足需求，我们需要不断发现新的满足需求的方式，才能抓住商机。最后，身体健康是基础，抓住时代的变革机遇是关键。我们需要积极行动，不断学习和探索，才能在未来取得更大的成功。未来三年将见证我们的努力和成果，让我们共同期待。,1709302500,1,7730594567
5007594245326898,,,content,我想买一个月gpt4 有厚米知道那20美元我要咋付吗 ,1709300520,0,3928812167
5007594245326898,5007650780348846.0,,comment,visa master的卡都可以,1709400446,0,7775252377
5007594245326898,5007600756462283.0,,comment,tb,1709388520,0,6640446027
5007594245326898,5007597156172173.0,,comment,可以考虑下这个http://t.cn/A6WuBU9k,1709387660,0,7904355320
5007594245326898,5007596555078726.0,,comment,tb找外国信用卡代付的,1709387518,0,6467759384
5007582063758714,,,content,分享一个在线追剧网站 iKanBot，播放线路N条且速度稳定，每周自动同步豆瓣榜单，也是一个找剧的好去处。用着白嫖的GPT4 ，配上快乐肥宅水，沉浸式观影《幕府将军》，真是完美的一天🎉，大家周末愉快~ v.ikanbot.com,1709297640,1,2061181757
5007532571495320,,,content,gpt4你最好值20💲,1709285820,1,5857375434
5007526170725270,,,content,gpt现在多少钱一个月啊 ,1709284320,0,6790911913
5007526170725270,5007557802592436.0,,comment,4.0账号，求共享搭子，分担点点，自己的账号    不会被封   ，不会可以教,1709378279,0,7906938706
5007526170725270,5008288087542829.0,5007557802592436.0,comment_reply,回复@做一个好弟弟:来,1709552392,0,7906938706
5007526170725270,5007979931764302.0,5007557802592436.0,comment_reply,[举手],1709478922,0,6058190722
5007472945007969,,,content,//:问题是GPT4真的节约了时间是一个好用的工具啊。这就像数控机床一样。是一部分人使用的生产工具。大众只能在消费端上享受廉价。//://:盲猜：去年开放ChatGPT的公众测试之后，公众提的各种沙雕问题已经把ChatGPT给训练残了,1709271600,0,2105233673
5007472844347134,,,content,问题是GPT4真的节约了时间是一个好用的工具啊。这就像数控机床一样。是一部分人使用的生产工具。大众只能在消费端上享受廉价。//://:盲猜：去年开放ChatGPT的公众测试之后，公众提的各种沙雕问题已经把ChatGPT给训练残了,1709271600,0,7845181248
5007431398589712,,,content,"GPT4的逻辑能力没得说，但GPT4的视觉能力，看来亦不过如此 —— 我拿了一张自己用增强现实合成的照片分别测了两个模型，附图一是讯飞星火的回答，答案没什么花里胡哨的，但至少分辨出了我在图里是挺高兴的； 附图二是我用字节扣子测的，至少coze明确告诉我，调用的是img2text图生文的模型GPT4V, 回答是 GPT4的逻辑能力没得说，但GPT4的视觉能力，看来亦不过如此 —— 我拿了一张自己用增强现实合成的照片分别测了两个模型，附图一是讯飞星火的回答，答案没什么花里胡哨的，但至少分辨出了我在图里是挺高兴的； 附图二是我用字节扣子测的，至少coze明确告诉我，调用的是img2text图生文的模型GPT4V, 回答是无法分辨这个人的表情。我们假设Coze调用的确实是OpenAI的GPT4V，这么看来，GPT无敌天下，至少在视觉领域，还只是个神话 —— 仅代表尹智个人观点 Ken's personal view only 感兴趣的可以拿这张图去复现（注： 用的是coze国际版，国内版没有GPT4V的插件）",1709261700,0,2006115793
5007329114980745,,,content,奥特曼是不是画了一个巨大的肥皂泡泡？今天突然被chatGPT停用了插件，查看一下，原来一个星期之前就发信说插件版要停，可我试了其他所有的原插件AI，还有GPT4，都不能达到原先的智能水平，明显出现了降智，而且降的还不止一点点，傻了不少。现在sora又这样，怎么 奥特曼是不是画了一个巨大的肥皂泡泡？今天突然被chatGPT停用了插件，查看一下，原来一个星期之前就发信说插件版要停，可我试了其他所有的原插件AI，还有GPT4，都不能达到原先的智能水平，明显出现了降智，而且降的还不止一点点，傻了不少。现在sora又这样，怎么看都像Openai出问题了，要不然是算力跟不上去了，要不然就是🈶假！真的应该开源，开源了，就知道谁在说谎了。,1709237340,0,1899432705
5007318525673836,,,content,//:GPT4的表现也确实达不到AGI的水平但我支持马一龙,1709234820,1,2286845583
5007295851529473,,,content,英伟达股票是我去年GPT4发布前后买入的，294入手了，预计会在1200-1500这个价位卖出。这是我唯一一次买股票。 ,1709229420,2,7481046318
5007273757508868,,,content,//:GPT4的表现也确实达不到AGI的水平但我支持马一龙,1709224140,0,7510622321
5007966778167005,,,content,恍然发现自己每个月给PJSK氪金的钱都够订阅gpt4了……太可怕了。 ,1709389380,0,7552833576
5007966778167005,5007985254601304.0,,comment,不过本人的生产力也没高到值得升级到4的地步……之后也暂时没有给烤氪金的计划了，省下两笔巨款（？,1709480191,0,7552833576
5007947149084560,,,content,文心大模型4.0发布。李彦宏：综合水平与GPT4相比毫不逊色。,1709384700,0,7392690691
5007946282963623,,,content,终于搞定GPT4 一劳永逸🐶🐱 ,1709384460,1,7322669539
5007946282963623,5008291749694884.0,,comment,礼貌求个源头链接,1709553265,0,6308092957
5007946282963623,5008123509345600.0,,comment,能不能评论区抽一个[打call],1709513154,0,7627339993
5007946282963623,5007949343492315.0,,comment,礼貌求个源头链接,1709471629,0,7174795060
5007936554273524,,,content,【，能赢下OpenAI官司吗？】随着AI大模型展现的能力越来越强大，通用人工智能（AGI）何时到来成为科技界热切关注的问题。近期，包括英伟达创始人CEO黄仁勋和谷歌DeepMind CEO哈萨比斯（Demis Hassabis）在内的科技大佬都对AGI来临的时点做出预测。然而，AGI的确切定义仍不明确， 【，能赢下OpenAI官司吗？】随着AI大模型展现的能力越来越强大，通用人工智能（AGI）何时到来成为科技界热切关注的问题。近期，包括英伟达创始人CEO黄仁勋和谷歌DeepMind CEO哈萨比斯（Demis Hassabis）在内的科技大佬都对AGI来临的时点做出预测。然而，AGI的确切定义仍不明确，这也成为特斯拉CEO马斯克起诉OpenAI的核心争议点。黄仁勋在周五举行的斯坦福大学经济论坛上回应对AGI的预测。他表示，从某些定义来看，通用人工智能可能会在短短五年内实现；但从另一些定义来看，AGI可能还很遥远。而在马斯克对OpenAI的起诉中，最值得关注的核心指控是，AGI是否是已经实现并且被私人企业利用而未公之于众。马斯克在起诉中强调，OpenAI在签署与微软的投资协议时，一项重要条款是OpenAI授权给微软的技术许可仅仅适用于“AGI实现前”，当OpenAI真正开始构建AGI，那么对微软的技术许可将不再适用。马斯克提出的论点是，自OpenAI去年发布GPT-4大型语言模型以来，AGI就已经开始实现，而该公司未来的技术将更加明确地符合构建AGI的标准。诉讼书写道：“GPT-4是一个AGI算法，因此明显超出了微软与OpenAI独家技术许可的范围。”诉讼引用的论据为微软研究团队去年发表的论文，根据论文，GPT-4展示了AGI的早期迹象，其中包括“人类推理水平”的迹象。基于上述论点，此次诉讼的争论焦点将会聚焦在对于OpenAI的技术是否已经达到AGI标准的评判。,1709382180,4,1640337222
5007910374215616,,,content,gpt4 是伟大的不能缺少的含泪花了140开了4.0之后 开始后悔自己怎么不早点开,1709375880,1,5325931357
5007910374215616,5008159440375206.0,,comment,请问可以租半个月吗,1709521720,0,1743970721
5007910374215616,5007930842154614.0,,comment,卧槽真假,1709467218,0,7660116750
5007910374215616,5007937666550204.0,5007930842154614.0,comment_reply,尊嘟,1709468845,0,5325931357
5007905625476890,,,content,//:哈哈哈 推荐你读一下《千脑智能》这本书//:实话实说，把文章发给GPT4帮忙解读才慢慢理解,1709374800,0,5591711670
5007870577874155,,,content,去年给研究生们上科学计算与编程这门课时，正式GPT4和Bing Chat问世的时候，学生们编程时用上这些工具后学习效率和热情都有提升。当时今年班里学生明显不太一样，对于优化、模拟等没啥兴趣。有学生提问：现在AI都这么厉害了，学这些还有什么用？我：这个问题很好！这是两码事：震撼到你的是AI 去年给研究生们上科学计算与编程这门课时，正式GPT4和Bing Chat问世的时候，学生们编程时用上这些工具后学习效率和热情都有提升。当时今年班里学生明显不太一样，对于优化、模拟等没啥兴趣。有学生提问：现在AI都这么厉害了，学这些还有什么用？我：这个问题很好！这是两码事：震撼到你的是AI的技术应用，不是AI的理论基础。AI只是模型方法工具包，你听过的那些流行词都可以往里装，比如监督学习、强化学习、生成模型等等。计算是科学理论，不是技术应用，你的AI模型想要执行最终算出个东西来，得靠计算方法一步一步执行。学生：噢，懂了，所以……还是不能直接用呗。我：如果“直接用”指的是在输入几个关键词然后等着它给你生成个视频，那确实，科学计算讲的不是直接用的东西。但是，又有哪门数学课上教的东西是能这样“直接用”的呢？（这真不是一个反问句。）,1709366400,2,1745815204
5007865962304843,,,content,近几天的收获总结，房子是可能永远都不会涨了，新能源车企断臂做市占，GPT4我们还没搞明白怎么用，open AI已经发布sora，这个世界难辨真假，时代抛弃你的时候连招呼都不打一声，世界正在以接近疯狂的速度发生改变，跟上这波变化，多数人将有机会重塑自己未来人生。近些年大部分人都被拉回了起跑线，是 近几天的收获总结，房子是可能永远都不会涨了，新能源车企断臂做市占，GPT4我们还没搞明白怎么用，open AI已经发布sora，这个世界难辨真假，时代抛弃你的时候连招呼都不打一声，世界正在以接近疯狂的速度发生改变，跟上这波变化，多数人将有机会重塑自己未来人生。近些年大部分人都被拉回了起跑线，是一些人的不幸，但是是更多人的幸运，对大部分人而言，拥有了选择重新开始权利，想赢未来10年，首先想明白未来趋势，识别自己优势，一个是方向，一个是方法，大环境趋势，效率战，流量战，行业周期趋势，人口结构趋势。线上竞争性价比，线下竞争谁离客户更近服务更好。以前我们赚信息差和认知差的钱，随着未来更高效率的传递，认知差，信息差不再掣肘，同样品质竞争价格，同样价格竞争服务，一切花里胡哨被打回原形，坚持做线下零售店研究如何离客户更近，如何提供线上给不了的服务价值，服务行业一定用好线上工具做宣传，“逛街”还是常态化吗？？？生活习惯的改变是不可逆的，不要再傻，苦，天真的期待会更好，大家长会放大招，试想一下，如果没有了外卖，线上打车，支付，电商购物等，习惯能回的去？我们除了接受和抓紧适应别无他选，商业本质是满足需求，商机在哪，如何发现满足需求的新方式，其实人的各种需求一直在那，商业机会的迭代，本质上是满足需求的方式。如果现在努力，普通人也会拿到更大的结果，人生也就几十年，踩不中时代红利，都是普通人；身体健康是基础，抓住趋势大变革，想都是问题，干都是答案，3年见分晓，未来见……,1709365320,0,1014754490
5007862289924872,,,content,昨天沉浸式体验了一下李泽言电子男友，今天下午和GPT4一起学习。纸片人真好，纸片人没有情绪，没有索求，更不会伤害你，据说唯一的代价就是：永不相见。 ,1709364420,0,6089468599
5007859960252516,,,content,GPT4救不了助教,1709363880,0,3959843640
5007859960252516,5008083085951411.0,,comment,太丑了[哆啦A梦害怕],1709503516,0,6745944035
5007859960252516,5008129626473066.0,5008083085951411.0,comment_reply,哈哈哈哈哈上面的字是乱码,1709514612,0,3959843640
5007844741221667,,,content,GPT4 解答各种疑问还是稳 ,1709360280,9,6416483554
5007844741221667,5007854329400434.0,,comment,厉害了,1709448976,0,1459845377
5007844741221667,5007846703894260.0,,comment,还是GPT4心思比较细。 http://t.cn/A6YRXN6p,1709447158,0,1718623312
5007844741221667,5007870205363272.0,5007846703894260.0,comment_reply,确实[二哈],1709452761,0,6416483554
5007844741221667,5007845638537625.0,,comment,付费订阅的吗？,1709446903,0,2619929673
5007844741221667,5007870174692345.0,5007845638537625.0,comment_reply,对,1709452754,0,6416483554
5007789254771974,,,content,GPT这玩意儿的成本之高难以想象。GPT4跟他聊一句收费约合rmb1毛钱。就这OpenAI还是亏得。Sora这玩意儿力大飞砖，但是成本低不了。估计1分钟视频的成本得1000刀起。所以你说代替人脑，困难主要在成本。人脑这么复杂精密的智能，运行一早上只需要俩包子。俩包子折成电费给GPT用，连一百个字的额度都不够 GPT这玩意儿的成本之高难以想象。GPT4跟他聊一句收费约合rmb1毛钱。就这OpenAI还是亏得。Sora这玩意儿力大飞砖，但是成本低不了。估计1分钟视频的成本得1000刀起。所以你说代替人脑，困难主要在成本。人脑这么复杂精密的智能，运行一早上只需要俩包子。俩包子折成电费给GPT用，连一百个字的额度都不够。,1709347020,0,1140348030
5007786104327289,,,content,「无套路无限制」 低调~ 免费无限白嫖 GPT4 方法！Coze 扣子 - 字节出品的超强 AI Bot 工具教程,1709346300,10,1642980755
5007764541146508,,,content,我发现用gpt写html真是方便。只需要告诉它我需要一个什么样的页面就可以了。不过就是gpt3.5写的不太行，需要gpt4。 ,1709341140,0,6882232397
5007764541146508,5007770749763880.0,,comment,试试vercel出的v0.dev，画的页面还不错,1709429049,0,6047517044
5007734252766000,,,content,我从小到大花过的教育费用，最值得的就是一个月24刀的chat gpt4会员chat老师传道授业解惑第一人，博学温柔有耐心，只跟他谈恋爱！,1709333940,0,7077681101
5007734252766000,5007934887300763.0,,comment,老婆你关注一下我我发不出信息,1709468183,0,7897656103
5007634562551951,,,content,这个世界都有gpt4了那我活着干嘛🚬 ,1709310180,2,5095341190
5007634562551951,5007639480896799.0,,comment,lgdl,1709397752,0,5914294048
5007634562551951,5007883421354805.0,5007639480896799.0,comment_reply,1分钟写了我一个星期的代码🚬我退学算了😐,1709455912,0,5095341190
5008342787560419,,,content,我不信有任何模型能全面超越 gpt4（除了他自己的 4.5,1709479020,2,6067744410
5008341011535195,,,content,GPT4 Turbo，神！ ,1709478600,0,6441968807
5008341011535195,5009740926551454.0,,comment,亲爱的你怎么变笨这么多，前几天你还能准确回答鲁迅和周树人的关系，今天怎么就开始胡说八道了？,1709898776,0,6441968807
5008341011535195,5009416535935945.0,,comment,神目前的幽默感尚有待加强。,1709821435,0,6441968807
5008340034520275,,,content,okok又被copilot气笑了 人家gpt4都能写你为什么不能写,1709478360,0,7784259867
5008340034520275,5008345174115251.0,,comment,哄着给我写了一篇不满意的[允悲],1709566003,0,7784259867
5008338238049346,,,content,为了写这个傻呗论文 先是去跟朋友拼了个gpt4 又去买了个回国梯。。。。无语！ ,1709477940,0,6413199598
5008333392056003,,,content,Anthropic公司宣布推出Claude 3模型系列，性能全面超越GPT4，具有多模态度能力，推理能力和人类相当，速度更快更准确！Claude 3模型系列包括三款按能力递增的最先进模型：Claude 3 Haiku、Claude 3 Sonnet和Claude 3 Opus。每款模型都提供更强大的性能，让用户可以为其特定应用选择最佳的智能、速度 Anthropic公司宣布推出Claude 3模型系列，性能全面超越GPT4，具有多模态度能力，推理能力和人类相当，速度更快更准确！Claude 3模型系列包括三款按能力递增的最先进模型：Claude 3 Haiku、Claude 3 Sonnet和Claude 3 Opus。每款模型都提供更强大的性能，让用户可以为其特定应用选择最佳的智能、速度和成本平衡。Opus和Sonnet现已在claude.ai和现已在159个国家普遍可用的Claude API中提供。Haiku即将推出。• Claude 3模型系列：Opus是目前最智能的模型，在大多数常见的AI系统评估基准中均超过同类，包括本科级别的专家知识（MMLU）、研究生级别的专家推理（GPQA）、基础数学（GSM8K）等，表现出接近人类的理解和流利水平。所有Claude 3模型在分析、预测、细腻内容创作、代码生成和非英语语言对话等方面的能力都有所增强。• 速度与效率：Claude 3模型支持实时的客户聊天、自动完成和数据提取任务，其中Haiku是市场上同类智能模型中最快、最具成本效益的。Sonnet的速度是Claude 2和Claude 2.1的两倍，具有更高的智能水平，而Opus在保持与Claude 2和2.1相似的速度的同时，智能水平大大提高。• 视觉能力：Claude 3模型具有与其他领先模型相当的复杂视觉能力，能够处理包括照片、图表、图形和技术图纸在内的各种视觉格式。• 减少拒绝：与前几代模型相比，Claude 3模型在处理接近系统警戒线的提示时，拒绝回答的可能性大大降低。• 提高准确性：与Claude 2.1相比，Opus在复杂的开放式问题上准确性提高了两倍，同时减少了错误答案的比例。• 长上下文和近乎完美的回忆：Claude 3模型家族初次推出时将提供200K上下文窗口，这三款模型都能处理超过1百万令牌的输入，可能会为需要增强处理能力的特定客户提供。详细：,1709476740,80,1627825392
5008333392056003,5008573975499886.0,,comment,真是厉害,1709620553,0,7502982693
5008333392056003,5008533422870704.0,,comment,不免费了,1709610885,1,2436784071
5008333392056003,5008529747085681.0,,comment,直观感觉就是免费版本精度比3.5高，速度比4快。至于综合有没有4聪明很难讲。,1709610008,1,1602980872
5008333392056003,5008517698421619.0,,comment,Claude 3模型家族初次推出时将提供200K上下文窗口，但所有三个模型均能接受超过 1 百万token的输入。在大海捞针测试中，准确率高达99%，也就是百万军中取上将首级轻而易举。,1709607136,2,1627825392
5008333392056003,5008469407826704.0,,comment,能恢复吗 http://t.cn/A6YnJJad,1709595622,1,2029445080
5008333392056003,5008466326325795.0,,comment,有点东西,1709594888,0,1957707387
5008333392056003,5008346081660595.0,,comment,[赞][赞][赞],1709566219,0,7373166171
5008333392056003,5008339922852480.0,,comment,有刷分嫌疑，急需设计新的评测标准,1709564751,3,1644975954
5008333392056003,5008337968301881.0,,comment,怎么收费是关键,1709564285,1,6118788201
5008333392056003,5008337811540916.0,,comment,厉害了，这下GPT5该出来了吧[太开心],1709564247,0,1653020151
5008333392056003,5008335860143778.0,,comment,OpenAI马上就会默默地从库存里掏出一个大招丢过来,1709563782,6,1933159933
5008333392056003,5008335437042438.0,,comment,评分全面超越[挖鼻] http://t.cn/A6YnAV4l,1709563681,3,1627825392
5008333392056003,5008563506515012.0,5008335437042438.0,comment_reply,真的假的[挖鼻],1709618057,0,7848003704
5008333392056003,5008473010471166.0,5008335437042438.0,comment_reply,小互 X怎么了,1709596480,0,5609902178
5008333392056003,5008335234928068.0,,comment,不知道推理能力和GPT4比怎么样,1709563633,0,1623437285
5008333392056003,5008335025997067.0,,comment,上下文越来越长了 好事,1709563583,0,1623437285
5008333392056003,5008334983528474.0,,comment,免费？[挖鼻][微风],1709563572,0,1608443254
5008333392056003,5008334703035923.0,,comment,都说超越，真的吗,1709563506,0,5611874564
5008333392056003,5008334281248102.0,,comment,啥时候有公司能弄个机器人行为大模型，然后一直更新换代就牛逼了，越来越像动物和人类。,1709563406,0,1966242005
5008333392056003,5008334071794772.0,,comment,网页版更新了吗,1709563356,0,6011799164
5008332733811646,,,content,GPT4大人一夸奖怎么开始自己输出了！ ,1709476620,0,6058806602
5008332488968663,,,content,用gpt4的唯一后悔就是后悔没有早点用 ,1709476560,0,5113633308
5008332488968663,5008357892820938.0,,comment,你好，请问你还有gpt4的需求吗？我这边可以提供全网最低价的官方gpt4，写论文，改文案，写代码都是好帮手。30,1709569035,0,7907124187
5008332488968663,5008362980769954.0,5008357892820938.0,comment_reply,我就是gpt4,1709570247,0,5113633308
5008327492763919,,,content,"我用的软件基本都有大模型加持。terminal 是warp，vscode和idea 是Github copilot，复杂代码是 GPT4, 最近开始尝试用 KimiChat ",1709475360,16,1751401422
5008303773451719,,,content,本人在tee方向的唯一贡献就是用“xxx是在说什么”提问数据训练gpt4 大模型 ,1709469720,0,5267981865
5008289234684460,,,content,太难了快养不动了 用了好几个月啦 自己一直续费 有没有姐妹一起的 ,1709466240,12,6575415962
5008289234684460,5010695193887273.0,,comment,礼貌问价,1710126290,0,6315070581
5008289234684460,5010676017529358.0,,comment,这里,1710121719,0,7620160600
5008289234684460,5008611192082030.0,,comment,多少💰呀宝,1709629426,0,5124771298
5008289234684460,5009003182558906.0,5008611192082030.0,comment_reply,可以啊，你找一下我。,1709722884,1,6575415962
5008289234684460,5008320756451536.0,,comment,diji低价找我拼,1709560181,0,3597389404
5008289234684460,5008316973451292.0,,comment,赞赞赞,1709559279,0,2509601407
5008289234684460,5008360556986758.0,5008316973451292.0,comment_reply,昂,1709569669,0,6575415962
5008289234684460,5008302048018438.0,,comment,点我[右哼哼][胖红微笑],1709555720,0,7898071058
5008289234684460,5008291144403737.0,,comment,嗯？,1709553121,0,6308092957
5008289234684460,5008293054123101.0,5008291144403737.0,comment_reply,？你是要一起么,1709553576,0,6575415962
